Price,Adj Close,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL
Datetime,,,,,,
2025-12-08 14:30:00+00:00,277.55999755859375,277.55999755859375,279.6693115234375,277.45001220703125,278.1684875488281,6285926
2025-12-08 15:30:00+00:00,277.4599914550781,277.4599914550781,277.8800048828125,276.7049865722656,277.54998779296875,3326326
2025-12-08 16:30:00+00:00,277.2300109863281,277.2300109863281,277.8190002441406,277.0000915527344,277.4700012207031,1896481
2025-12-08 17:30:00+00:00,276.9700012207031,276.9700012207031,277.84991455078125,276.8699951171875,277.2099914550781,1999024
2025-12-08 18:30:00+00:00,276.3599853515625,276.3599853515625,276.9494934082031,276.20001220703125,276.9494934082031,1825108
2025-12-08 19:30:00+00:00,276.92498779296875,276.92498779296875,276.9700012207031,276.1499938964844,276.3699951171875,2861661
2025-12-08 20:30:00+00:00,277.9599914550781,277.9599914550781,277.9849853515625,276.6600036621094,276.92999267578125,2613900
2025-12-09 14:30:00+00:00,277.70001220703125,277.70001220703125,280.0299987792969,277.3500061035156,277.8900146484375,5341504
2025-12-09 15:30:00+00:00,277.4100036621094,277.4100036621094,278.0,277.0299987792969,277.70001220703125,2290151
2025-12-09 16:30:00+00:00,277.875,277.875,278.1199951171875,277.20001220703125,277.4100036621094,1696929
2025-12-09 17:30:00+00:00,278.385009765625,278.385009765625,278.739990234375,277.79998779296875,277.875,1988455
2025-12-09 18:30:00+00:00,278.69000244140625,278.69000244140625,278.8900146484375,278.1199951171875,278.385009765625,1262893
2025-12-09 19:30:00+00:00,277.864990234375,277.864990234375,278.75,277.6499938964844,278.69000244140625,1906538
2025-12-09 20:30:00+00:00,277.2300109863281,277.2300109863281,278.25,276.9200134277344,277.864990234375,2737573
2025-12-10 14:30:00+00:00,277.45001220703125,277.45001220703125,278.7929992675781,276.5849914550781,277.8699951171875,3868165
2025-12-10 15:30:00+00:00,278.2576904296875,278.2576904296875,278.2799987792969,276.44000244140625,277.4549865722656,1880040
2025-12-10 16:30:00+00:00,278.5264892578125,278.5264892578125,278.8900146484375,277.9750061035156,278.2300109863281,1611918
2025-12-10 17:30:00+00:00,278.1199951171875,278.1199951171875,279.2799987792969,278.0849914550781,278.5199890136719,1374275
2025-12-10 18:30:00+00:00,278.2200012207031,278.2200012207031,279.2200012207031,277.9100036621094,278.1199951171875,1631790
2025-12-10 19:30:00+00:00,278.9800109863281,278.9800109863281,279.75,277.70001220703125,278.2200012207031,2578278
2025-12-10 20:30:00+00:00,278.7200012207031,278.7200012207031,279.3699951171875,278.5899963378906,278.989990234375,2242651
2025-12-11 14:30:00+00:00,276.1199951171875,276.1199951171875,279.5799865722656,273.80999755859375,279.0950012207031,6887208
2025-12-11 15:30:00+00:00,275.82501220703125,275.82501220703125,276.5899963378906,275.20001220703125,276.114990234375,2343607
2025-12-11 16:30:00+00:00,277.9049987792969,277.9049987792969,278.17999267578125,275.80999755859375,275.82000732421875,2412367
2025-12-11 17:30:00+00:00,277.5226135253906,277.5226135253906,278.3500061035156,277.3800048828125,277.9200134277344,1473658
2025-12-11 18:30:00+00:00,277.760009765625,277.760009765625,278.2099914550781,277.510009765625,277.5249938964844,1432317
2025-12-11 19:30:00+00:00,278.0950012207031,278.0950012207031,278.2149963378906,277.59130859375,277.760009765625,1817634
2025-12-11 20:30:00+00:00,278.05999755859375,278.05999755859375,278.2099914550781,277.4700012207031,278.0899963378906,1985352
2025-12-12 14:30:00+00:00,277.8699951171875,277.8699951171875,279.2200012207031,276.82000732421875,277.7950134277344,3907328
2025-12-12 15:30:00+00:00,277.739990234375,277.739990234375,278.8599853515625,277.44000244140625,277.8800048828125,3485545
2025-12-12 16:30:00+00:00,277.8550109863281,277.8550109863281,278.44000244140625,277.2807922363281,277.7699890136719,2096132
2025-12-12 17:30:00+00:00,279.04998779296875,279.04998779296875,279.19000244140625,277.8349914550781,277.8349914550781,2564725
2025-12-12 18:30:00+00:00,277.95001220703125,277.95001220703125,279.04998779296875,277.7300109863281,279.0400085449219,2354465
2025-12-12 19:30:00+00:00,278.05499267578125,278.05499267578125,278.70001220703125,277.80999755859375,277.95001220703125,2391168
2025-12-12 20:30:00+00:00,278.3699951171875,278.3699951171875,278.5,276.94500732421875,278.04998779296875,2787871
